CODE,INTERSTATE,INTRASTATE,Rate
419592,0.01493,0.01493,
419593,0.00782,0.00782,
419594,0.04194,0.04194,
419595,0.00295,0.00295,
419596,0.02461,0.02461,
419597,0.00973,0.00973,
419598,0.01493,0.01493,
419599,0.01493,0.01493,
419600,0.00908,0.00908,
419601,0.00341,0.00341,
419602,0.00341,0.00341,
419603,0.00341,0.00341,
419604,0.00341,0.00341,
419605,0.00908,0.00908,
419606,0.00341,0.00341,
419607,0.00341,0.00341,
419608,0.07664,0.07664,
419609,0.00295,0.00295,
419610,0.00333,0.00333,
419612,0.00333,0.00333,
419613,0.07664,0.07664,
419614,0.00908,0.00908,
419615,0.00341,0.00341,
419616,0.00782,0.00782,
419617,0.00908,0.00908,
419618,0.00341,0.00341,
419619,0.00341,0.00341,
419620,0.00292,0.00292,
419621,0.00295,0.00295,
419622,0.00973,0.00973,
419623,0.00706,0.00706,
419624,0.00295,0.00295,
419625,0.00295,0.00295,
419626,0.00295,0.00295,
419627,0.00295,0.00295,
419628,0.00973,0.00973,
419629,0.00973,0.00973,
419630,0.00973,0.00973,
419631,0.00341,0.00341,
419632,0.00861,0.00861,
419633,0.00973,0.00973,
419634,0.01434,0.01434,
419635,0.00973,0.00973,
419636,0.00973,0.00973,
419637,0.00973,0.00973,
419638,0.00973,0.00973,
419639,0.01493,0.01493,
419640,0.00292,0.00292,
419641,0.01434,0.01434,
419642,0.01434,0.01434,
419643,0.01434,0.01434,
419644,0.01493,0.01493,
419645,0.09204,0.09204,
419646,0.06949,0.06949,
419647,0.01184,0.01184,
419648,0.01434,0.01434,
419649,0.01434,0.01434,
419650,0.00333,0.00333,
419651,0.00341,0.00341,
419652,0.06001,0.06001,
419653,0.08418,0.08418,
419654,0.00341,0.00341,
419655,0.01493,0.01493,
419656,0.00333,0.00333,
419657,0.06933,0.06933,
419658,0.00973,0.00973,
419659,0.06375,0.06375,
419660,0.00973,0.00973,
419661,0.00295,0.00295,
419662,0.00295,0.00295,
419663,0.00973,0.00973,
419664,0.0048,0.0048,
419665,0.00295,0.00295,
419666,0.00295,0.00295,
419667,0.01434,0.01434,
419668,0.00973,0.00973,
419669,0.00973,0.00973,
419670,0.0084,0.0084,
419671,0.00782,0.00782,
419672,0.00295,0.00295,
419673,0.00951,0.00951,
419674,0.00951,0.00951,
419675,0.00951,0.00951,
419676,0.00782,0.00782,
419677,0.00333,0.00333,
419678,0.00973,0.00973,
419679,0.00333,0.00333,
419680,0.00294,0.00294,
419681,0.00294,0.00294,
419682,0.01493,0.01493,
419683,0.01184,0.01184,
419684,0.00295,0.00295,
419685,0.00294,0.00294,
419686,0.01493,0.01493,
419687,0.00973,0.00973,
419688,0.00333,0.00333,
419689,0.00333,0.00333,
419690,0.00262,0.00262,
419691,0.00295,0.00295,
419692,0.01434,0.01434,
419693,0.00295,0.00295,
419694,0.00973,0.00973,
419695,0.01434,0.01434,
419696,0.00295,0.00295,
419697,0.00295,0.00295,
419698,0.00295,0.00295,
419699,0.00295,0.00295,
419701,0.00341,0.00341,
419702,0.00489,0.00489,
419703,0.00973,0.00973,
419704,0.00341,0.00341,
419705,0.00341,0.00341,
419706,0.00341,0.00341,
419707,0.00341,0.00341,
419708,0.00341,0.00341,
419709,0.00294,0.00294,
419710,0.00782,0.00782,
419712,0.0051,0.0051,
419713,0.07664,0.07664,
419714,0.07664,0.07664,
419715,0.00782,0.00782,
419716,0.07664,0.07664,
419717,0.00782,0.00782,
419718,0.00861,0.00861,
419719,0.00861,0.00861,
419720,0.00782,0.00782,
419721,0.00294,0.00294,
419722,0.00294,0.00294,
419724,0.00782,0.00782,
419725,0.00782,0.00782,
419726,0.00295,0.00295,
419727,0.00295,0.00295,
419728,0.00782,0.00782,
419729,0.00295,0.00295,
419730,0.00782,0.00782,
419731,0.00333,0.00333,
419732,0.00973,0.00973,
419733,0.00341,0.00341,
419734,0.00973,0.00973,
419735,0.00782,0.00782,
419736,0.06001,0.06001,
419737,0.00973,0.00973,
419738,0.09204,0.09204,
419739,0.09204,0.09204,
419740,0.00861,0.00861,
419741,0.00908,0.00908,
419742,0.0048,0.0048,
419743,0.00302,0.00302,
419744,0.00973,0.00973,
419745,0.00984,0.00984,
419746,0.00973,0.00973,
419747,0.01434,0.01434,
419748,0.07709,0.07709,
419749,0.01184,0.01184,
419750,0.00294,0.00294,
419751,0.0048,0.0048,
419752,0.00973,0.00973,
419753,0.0687,0.0687,
419754,0.00782,0.00782,
419755,0.01434,0.01434,
419756,0.01434,0.01434,
419757,0.01434,0.01434,
419758,0.06868,0.06868,
419759,0.01434,0.01434,
419760,0.07664,0.07664,
419761,0.07664,0.07664,
419762,0.01493,0.01493,
419763,0.00333,0.00333,
419764,0.00341,0.00341,
419765,0.00294,0.00294,
419766,0.00294,0.00294,
419767,0.00294,0.00294,
419768,0.01434,0.01434,
419769,0.00294,0.00294,
419770,0.00294,0.00294,
419771,0.00333,0.00333,
419772,0.01434,0.01434,
419773,0.00333,0.00333,
419774,0.01434,0.01434,
419775,0.01434,0.01434,
419776,0.00984,0.00984,
419777,0.00861,0.00861,
419778,0.00333,0.00333,
419779,0.00333,0.00333,
419780,0.00507,0.00507,
419781,0.00782,0.00782,
419782,0.01493,0.01493,
419783,0.01493,0.01493,
419784,0.01493,0.01493,
419785,0.01493,0.01493,
419786,0.00333,0.00333,
419787,0.00333,0.00333,
419788,0.00333,0.00333,
419789,0.00333,0.00333,
419790,0.00333,0.00333,
419791,0.00782,0.00782,
419792,0.00333,0.00333,
419793,0.00782,0.00782,
419794,0.00782,0.00782,
419795,0.00973,0.00973,
419796,0.00333,0.00333,
419797,0.00973,0.00973,
419798,0.00973,0.00973,
419799,0.00333,0.00333,
419800,0.00908,0.00908,
419801,0.07664,0.07664,
419802,0.00292,0.00292,
419803,0.00292,0.00292,
419804,0.00292,0.00292,
419805,0.00292,0.00292,
419806,0.00341,0.00341,
419807,0.00861,0.00861,
419808,0.07664,0.07664,
419809,0.00973,0.00973,
419810,0.00333,0.00333,
419812,0.00294,0.00294,
419813,0.00292,0.00292,
419814,0.00292,0.00292,
419815,0.00292,0.00292,
419816,0.00292,0.00292,
419817,0.00292,0.00292,
419818,0.00782,0.00782,
419819,0.00294,0.00294,
419821,0.00782,0.00782,
419822,0.00951,0.00951,
419823,0.00973,0.00973,
419824,0.00973,0.00973,
419825,0.01493,0.01493,
419826,0.01493,0.01493,
419827,0.00973,0.00973,
419828,0.00782,0.00782,
419829,0.01493,0.01493,
419830,0.00908,0.00908,
419831,0.00782,0.00782,
419832,0.00973,0.00973,
419833,0.01493,0.01493,
419834,0.00333,0.00333,
419835,0.00341,0.00341,
419836,0.00973,0.00973,
419837,0.01493,0.01493,
419838,0.01493,0.01493,
419841,0.00973,0.00973,
419842,0.00973,0.00973,
419843,0.00973,0.00973,
419844,0.00782,0.00782,
419845,0.01434,0.01434,
419846,0.00973,0.00973,
419849,0.01493,0.01493,
419851,0.00782,0.00782,
419852,0.00294,0.00294,
419853,0.00973,0.00973,
419855,0.00973,0.00973,
419857,0.00507,0.00507,
419858,0.00782,0.00782,
419859,0.08418,0.08418,
419860,0.00341,0.00341,
419861,0.00295,0.00295,
419862,0.00973,0.00973,
419863,0.00333,0.00333,
419864,0.01434,0.01434,
419865,0.00295,0.00295,
419866,0.00295,0.00295,
419867,0.00295,0.00295,
419868,0.00295,0.00295,
419869,0.00973,0.00973,
419870,0.00333,0.00333,
419871,0.00908,0.00908,
419872,0.00295,0.00295,
419873,0.00295,0.00295,
419874,0.00295,0.00295,
419875,0.00951,0.00951,
419876,0.02461,0.02461,
419877,0.00295,0.00295,
419878,0.01493,0.01493,
419879,0.0051,0.0051,
419880,0.00973,0.00973,
419881,0.00973,0.00973,
419882,0.00973,0.00973,
419883,0.01434,0.01434,
419884,0.01434,0.01434,
419885,0.00973,0.00973,
419886,0.01434,0.01434,
419887,0.00295,0.00295,
419889,0.00341,0.00341,
419890,0.00341,0.00341,
419891,0.00295,0.00295,
419892,0.01434,0.01434,
419893,0.00295,0.00295,
419894,0.07164,0.07164,
419895,0.01434,0.01434,
419896,0.01434,0.01434,
419897,0.00295,0.00295,
419898,0.00973,0.00973,
419899,0.0736,0.0736,
419900,0.00908,0.00908,
419901,0.00294,0.00294,
419902,0.00294,0.00294,
419903,0.01262,0.01262,
419904,0.00706,0.00706,
419905,0.00294,0.00294,
419906,0.00341,0.00341,
419907,0.07403,0.07403,
419908,0.0044,0.0044,
419909,0.00465,0.00465,
419910,0.00294,0.00294,
419912,0.00481,0.00481,
419913,0.00815,0.00815,
419914,0.00706,0.00706,
419915,0.00507,0.00507,
419916,0.07664,0.07664,
419917,0.00782,0.00782,
419918,0.07664,0.07664,
419919,0.07403,0.07403,
419920,0.00333,0.00333,
419921,0.00973,0.00973,
419922,0.00973,0.00973,
419923,0.01493,0.01493,
419924,0.00973,0.00973,
419925,0.00973,0.00973,
419926,0.0051,0.0051,
419927,0.06537,0.06537,
419928,0.00908,0.00908,
419929,0.00973,0.00973,
419930,0.00984,0.00984,
419931,0.00782,0.00782,
419932,0.00782,0.00782,
419933,0.00973,0.00973,
419934,0.00294,0.00294,
419935,0.00973,0.00973,
419936,0.00295,0.00295,
419937,0.06469,0.06469,
419938,0.00973,0.00973,
419939,0.06469,0.06469,
419940,0.00908,0.00908,
419941,0.09204,0.09204,
419942,0.06811,0.06811,
419943,0.03393,0.03393,
419944,0.00333,0.00333,
419945,0.00973,0.00973,
419946,0.01434,0.01434,
419947,0.01434,0.01434,
419948,0.00294,0.00294,
419949,0.01434,0.01434,
419951,0.00908,0.00908,
419953,0.00341,0.00341,
419954,0.00908,0.00908,
419956,0.00908,0.00908,
419957,0.00341,0.00341,
419960,0.00908,0.00908,
419961,0.00338,0.00338,
419962,0.00973,0.00973,
419963,0.00973,0.00973,
419964,0.00973,0.00973,
419965,0.01184,0.01184,
419966,0.00341,0.00341,
419967,0.00341,0.00341,
419968,0.06807,0.06807,
419969,0.00294,0.00294,
419971,0.00333,0.00333,
419972,0.00782,0.00782,
419973,0.00295,0.00295,
419974,0.00908,0.00908,
419975,0.0048,0.0048,
419977,0.07403,0.07403,
419978,0.07403,0.07403,
419979,0.0051,0.0051,
419980,0.00341,0.00341,
419981,0.06537,0.06537,
419982,0.00341,0.00341,
419983,0.00973,0.00973,
419984,0.00333,0.00333,
419985,0.01434,0.01434,
419986,0.00973,0.00973,
419987,0.00908,0.00908,
419988,0.01434,0.01434,
419989,0.00908,0.00908,
419990,0.07664,0.07664,
419991,0.01434,0.01434,
419992,0.01493,0.01493,
419993,0.01434,0.01434,
419994,0.00973,0.00973,
419995,0.01434,0.01434,
419996,0.01434,0.01434,
419998,0.01434,0.01434,
419999,0.01434,0.01434,
423200,0.00611,0.00611,
423201,0.00611,0.00611,
423202,0.01094,0.01094,
423206,0.00257,0.00257,
423207,0.00601,0.00601,
423208,0.0022,0.0022,
423209,0.00295,0.00295,
423210,0.02113,0.02113,
423212,0.00601,0.00601,
423213,0.00284,0.00284,
423214,0.02113,0.02113,
423215,0.00257,0.00257,
423216,0.00726,0.00726,
423217,0.00601,0.00601,
423218,0.00601,0.00601,
423219,0.00726,0.00726,
423220,0.01555,0.01555,
423221,0.00257,0.00257,
423222,0.00257,0.00257,
423223,0.0022,0.0022,
423224,0.01423,0.01423,
423225,0.00959,0.00959,
423226,0.00478,0.00478,
423227,0.00335,0.00335,
423228,0.01555,0.01555,
423229,0.01423,0.01423,
423230,0.01423,0.01423,
423231,0.0022,0.0022,
423232,0.01423,0.01423,
423233,0.00368,0.00368,
423234,0.01423,0.01423,
423235,0.00295,0.00295,
423236,0.01071,0.01071,
423237,0.0022,0.0022,
423238,0.01071,0.01071,
423239,0.01423,0.01423,
423240,0.00257,0.00257,
423241,0.00257,0.00257,
423242,0.00316,0.00316,
423243,0.00316,0.00316,
423244,0.00316,0.00316,
423245,0.01423,0.01423,
423246,0.01423,0.01423,
423247,0.01423,0.01423,
423248,0.02113,0.02113,
423249,0.00295,0.00295,
423252,0.01555,0.01555,
423253,0.0236,0.0236,
423254,0.01656,0.01656,
423255,0.00335,0.00335,
423256,0.01423,0.01423,
423257,0.01423,0.01423,
423258,0.0022,0.0022,
423259,0.02113,0.02113,
423260,0.00257,0.00257,
423261,0.0236,0.0236,
423262,0.01423,0.01423,
423263,0.00295,0.00295,
423264,0.02635,0.02635,
423265,0.00295,0.00295,
423266,0.00295,0.00295,
423267,0.00295,0.00295,
423268,0.0022,0.0022,
423269,0.00257,0.00257,
423270,0.00257,0.00257,
423271,0.00257,0.00257,
423272,0.00295,0.00295,
423273,0.00284,0.00284,
423274,0.01423,0.01423,
423275,0.00257,0.00257,
423276,0.0022,0.0022,
423277,0.00284,0.00284,
423278,0.00788,0.00788,
423279,0.01423,0.01423,
423280,0.00257,0.00257,
423281,0.01164,0.01164,
423282,0.01423,0.01423,
423283,0.01423,0.01423,
423284,0.0022,0.0022,
423285,0.0022,0.0022,
423286,0.05515,0.05515,
423287,0.00295,0.00295,
423288,0.01423,0.01423,
423289,0.00333,0.00333,
423290,0.00257,0.00257,
423291,0.00284,0.00284,
423292,0.00414,0.00414,
423293,0.00284,0.00284,
423294,0.00895,0.00895,
423295,0.0236,0.0236,
423296,0.00295,0.00295,
423297,0.00788,0.00788,
423298,0.00333,0.00333,
423299,0.00628,0.00628,
423300,0.00257,0.00257,
423301,0.01075,0.01075,
423302,0.00478,0.00478,
423303,0.01555,0.01555,
423304,0.0022,0.0022,
423305,0.02635,0.02635,
423306,0.00257,0.00257,
423307,0.00996,0.00996,
423308,0.01555,0.01555,
423309,0.00257,0.00257,
423310,0.0022,0.0022,
423312,0.00257,0.00257,
423313,0.00335,0.00335,
423314,0.00335,0.00335,
423315,0.0022,0.0022,
423316,0.00335,0.00335,
423317,0.00295,0.00295,
423318,0.00295,0.00295,
423319,0.05515,0.05515,
423320,0.00257,0.00257,
423321,0.00295,0.00295,
423322,0.00257,0.00257,
423323,0.01423,0.01423,
423324,0.05515,0.05515,
423325,0.01423,0.01423,
423326,0.00295,0.00295,
423327,0.00257,0.00257,
423328,0.02635,0.02635,
423329,0.0022,0.0022,
423330,0.0022,0.0022,
423331,0.00335,0.00335,
423332,0.00295,0.00295,
423333,0.00284,0.00284,
423334,0.00295,0.00295,
423335,0.00257,0.00257,
423336,0.00295,0.00295,
423337,0.00295,0.00295,
423338,0.00295,0.00295,
423339,0.00295,0.00295,
423340,0.00284,0.00284,
423341,0.00257,0.00257,
423342,0.0022,0.0022,
423343,0.01423,0.01423,
423344,0.00295,0.00295,
423345,0.00295,0.00295,
423346,0.05515,0.05515,
423347,0.00726,0.00726,
423348,0.01423,0.01423,
423349,0.01423,0.01423,
423350,0.00257,0.00257,
423351,0.00295,0.00295,
423352,0.01555,0.01555,
423353,0.00996,0.00996,
423354,0.01423,0.01423,
423355,0.00257,0.00257,
423356,0.00257,0.00257,
423357,0.01423,0.01423,
423358,0.00284,0.00284,
423359,0.01423,0.01423,
423360,0.00257,0.00257,
423361,0.00257,0.00257,
423362,0.00257,0.00257,
423363,0.02113,0.02113,
423364,0.0022,0.0022,
423365,0.00295,0.00295,
423366,0.0022,0.0022,
423367,0.0022,0.0022,
423368,0.00257,0.00257,
423369,0.05515,0.05515,
423370,0.00959,0.00959,
423371,0.00284,0.00284,
423372,0.00959,0.00959,
423373,0.00959,0.00959,
423374,0.00959,0.00959,
423375,0.00262,0.00262,
423376,0.00959,0.00959,
423377,0.02113,0.02113,
423378,0.01423,0.01423,
423379,0.00959,0.00959,
423380,0.00257,0.00257,
423381,0.00284,0.00284,
423382,0.00959,0.00959,
423383,0.00414,0.00414,
423384,0.00414,0.00414,
423385,0.01555,0.01555,
423386,0.00295,0.00295,
423387,0.00257,0.00257,
423388,0.00284,0.00284,
423389,0.00257,0.00257,
423390,0.01423,0.01423,
423391,0.01423,0.01423,
423392,0.01423,0.01423,
423393,0.01082,0.01082,
423394,0.00257,0.00257,
423395,0.00257,0.00257,
423396,0.01071,0.01071,
423398,0.00284,0.00284,
423399,0.00257,0.00257,
423400,0.00284,0.00284,
423401,0.01555,0.01555,
423402,0.00478,0.00478,
423404,0.0022,0.0022,
423405,0.00284,0.00284,
423406,0.02635,0.02635,
423407,0.00257,0.00257,
423408,0.00316,0.00316,
423409,0.00257,0.00257,
423410,0.01423,0.01423,
423412,0.00257,0.00257,
423413,0.00257,0.00257,
423414,0.00512,0.00512,
423415,0.00257,0.00257,
423416,0.00257,0.00257,
423418,0.00257,0.00257,
423419,0.00257,0.00257,
423420,0.00295,0.00295,
423421,0.00284,0.00284,
423422,0.01423,0.01423,
423424,0.01555,0.01555,
423425,0.00295,0.00295,
423426,0.00257,0.00257,
423427,0.00257,0.00257,
423428,0.01366,0.01366,
423429,0.0022,0.0022,
423430,0.00257,0.00257,
423431,0.01423,0.01423,
423432,0.00284,0.00284,
423433,0.01423,0.01423,
423434,0.01423,0.01423,
423435,0.00611,0.00611,
423436,0.00611,0.00611,
423437,0.00611,0.00611,
423438,0.00611,0.00611,
423439,0.01423,0.01423,
423440,0.00257,0.00257,
423441,0.00284,0.00284,
423442,0.00295,0.00295,
423443,0.00628,0.00628,
423444,0.00257,0.00257,
423445,0.00262,0.00262,
423446,0.00512,0.00512,
423447,0.05247,0.05247,
423448,0.0022,0.0022,
423449,0.01366,0.01366,
423450,0.02635,0.02635,
423451,0.00295,0.00295,
423452,0.00295,0.00295,
423453,0.00611,0.00611,
423454,0.00628,0.00628,
423455,0.00611,0.00611,
423457,0.00257,0.00257,
423458,0.0022,0.0022,
423460,0.00478,0.00478,
423461,0.01423,0.01423,
423462,0.0236,0.0236,
423463,0.00295,0.00295,
423464,0.00335,0.00335,
423465,0.0022,0.0022,
423467,0.01423,0.01423,
423468,0.00512,0.00512,
423469,0.00257,0.00257,
423470,0.00257,0.00257,
423471,0.0022,0.0022,
423472,0.00295,0.00295,
423473,0.00295,0.00295,
423474,0.01423,0.01423,
423475,0.00284,0.00284,
423476,0.00295,0.00295,
423477,0.01423,0.01423,
423478,0.00295,0.00295,
423479,0.00295,0.00295,
423480,0.00257,0.00257,
423481,0.00478,0.00478,
423482,0.00601,0.00601,
423483,0.00257,0.00257,
423484,0.00601,0.00601,
423485,0.00295,0.00295,
423486,0.00257,0.00257,
423487,0.00295,0.00295,
423488,0.0022,0.0022,
423489,0.0022,0.0022,
423490,0.00295,0.00295,
423491,0.00512,0.00512,
423492,0.00295,0.00295,
423493,0.00295,0.00295,
423494,0.00257,0.00257,
423495,0.00295,0.00295,
423496,0.00295,0.00295,
423499,0.00295,0.00295,
423502,0.00257,0.00257,
423503,0.00284,0.00284,
423504,0.00284,0.00284,
423505,0.00284,0.00284,
423506,0.00257,0.00257,
423507,0.00295,0.00295,
423508,0.00316,0.00316,
423509,0.00644,0.00644,
423510,0.00295,0.00295,
423512,0.00257,0.00257,
423513,0.00257,0.00257,
423514,0.00257,0.00257,
423515,0.00726,0.00726,
423516,0.01423,0.01423,
423517,0.00295,0.00295,
423518,0.00284,0.00284,
423519,0.02113,0.02113,
423520,0.01555,0.01555,
423521,0.00335,0.00335,
423522,0.00295,0.00295,
423523,0.00257,0.00257,
423525,0.00601,0.00601,
423526,0.01053,0.01053,
423527,0.00257,0.00257,
423528,0.00478,0.00478,
423529,0.01366,0.01366,
423530,0.00284,0.00284,
423531,0.00682,0.00682,
423532,0.01555,0.01555,
423533,0.05247,0.05247,
423534,0.00257,0.00257,
423535,0.01075,0.01075,
423536,0.01555,0.01555,
423537,0.01555,0.01555,
423538,0.01423,0.01423,
423539,0.0022,0.0022,
423541,0.0236,0.0236,
423542,0.01423,0.01423,
423543,0.01423,0.01423,
423544,0.00284,0.00284,
423545,0.00611,0.00611,
423546,0.00611,0.00611,
423547,0.01423,0.01423,
423548,0.00512,0.00512,
423550,0.00257,0.00257,
423551,0.00512,0.00512,
423552,0.00257,0.00257,
423553,0.00295,0.00295,
423554,0.05247,0.05247,
423557,0.00414,0.00414,
423558,0.00959,0.00959,
423559,0.00295,0.00295,
423561,0.00512,0.00512,
423562,0.00295,0.00295,
423563,0.00295,0.00295,
423566,0.00295,0.00295,
423567,0.0022,0.0022,
423568,0.0236,0.0236,
423569,0.05515,0.05515,
423570,0.00295,0.00295,
423571,0.00257,0.00257,
423572,0.02113,0.02113,
423573,0.0088,0.0088,
423574,0.0088,0.0088,
423575,0.0088,0.0088,
423578,0.01423,0.01423,
423579,0.00512,0.00512,
423580,0.0022,0.0022,
423581,0.00295,0.00295,
423582,0.00295,0.00295,
423584,0.0022,0.0022,
423585,0.00295,0.00295,
423586,0.00295,0.00295,
423587,0.00295,0.00295,
423588,0.00257,0.00257,
423591,0.00698,0.00698,
423592,0.02113,0.02113,
423593,0.00284,0.00284,
423594,0.00333,0.00333,
423595,0.00284,0.00284,
423596,0.0022,0.0022,
423598,0.0022,0.0022,
423599,0.00257,0.00257,
423600,0.02635,0.02635,
423601,0.00295,0.00295,
423602,0.00257,0.00257,
423603,0.00262,0.00262,
423605,0.00257,0.00257,
423606,0.02635,0.02635,
423607,0.00257,0.00257,
423608,0.00257,0.00257,
423609,0.00257,0.00257,
423610,0.01423,0.01423,
423612,0.00257,0.00257,
423613,0.00295,0.00295,
423614,0.00295,0.00295,
423615,0.02635,0.02635,
423616,0.0259,0.0259,
423617,0.00335,0.00335,
423618,0.00257,0.00257,
423619,0.00257,0.00257,
423620,0.00257,0.00257,
423622,0.00295,0.00295,
423623,0.00295,0.00295,
423624,0.00295,0.00295,
423625,0.00295,0.00295,
423626,0.01053,0.01053,
423627,0.05515,0.05515,
423628,0.05515,0.05515,
423629,0.00295,0.00295,
423630,0.013,0.013,
423631,0.01164,0.01164,
423634,0.00295,0.00295,
423635,0.00257,0.00257,
423636,0.01423,0.01423,
423637,0.00257,0.00257,
423638,0.01423,0.01423,
423639,0.01423,0.01423,
423641,0.00478,0.00478,
423642,0.00295,0.00295,
423643,0.00682,0.00682,
423645,0.0022,0.0022,
423646,0.00414,0.00414,
423647,0.00414,0.00414,
423648,0.00682,0.00682,
423649,0.00295,0.00295,
423650,0.00257,0.00257,
423651,0.00478,0.00478,
423652,0.01423,0.01423,
423653,0.0022,0.0022,
423655,0.00257,0.00257,
423657,0.00478,0.00478,
423658,0.00295,0.00295,
423661,0.00257,0.00257,
423662,0.00788,0.00788,
423663,0.05515,0.05515,
423664,0.00895,0.00895,
423665,0.00628,0.00628,
423667,0.00257,0.00257,
423668,0.00295,0.00295,
423671,0.00726,0.00726,
423676,0.00414,0.00414,
423677,0.00414,0.00414,
423681,0.00257,0.00257,
423683,0.00512,0.00512,
423684,0.00512,0.00512,
423685,0.00512,0.00512,
423693,0.00512,0.00512,
423695,0.00512,0.00512,
423697,0.00295,0.00295,
423698,0.00295,0.00295,
423699,0.00512,0.00512,
423701,0.02113,0.02113,
423702,0.00628,0.00628,
423704,0.00257,0.00257,
423707,0.0022,0.0022,
423708,0.00404,0.00404,
423709,0.01366,0.01366,
423710,0.02635,0.02635,
423712,0.00478,0.00478,
423714,0.01555,0.01555,
423715,0.00257,0.00257,
423716,0.00721,0.00721,
423717,0.00404,0.00404,
423718,0.00257,0.00257,
423720,0.00478,0.00478,
423721,0.02113,0.02113,
423722,0.00788,0.00788,
423723,0.00788,0.00788,
423724,0.01555,0.01555,
423725,0.01423,0.01423,
423726,0.00257,0.00257,
423727,0.01423,0.01423,
423728,0.00295,0.00295,
423730,0.02635,0.02635,
423733,0.00295,0.00295,
423735,0.01423,0.01423,
423736,0.00257,0.00257,
423737,0.0022,0.0022,
423739,0.02123,0.02123,
423741,0.0022,0.0022,
423742,0.00257,0.00257,
423743,0.01423,0.01423,
423744,0.00295,0.00295,
423745,0.00295,0.00295,
423746,0.00295,0.00295,
423747,0.0022,0.0022,
423748,0.0022,0.0022,
423751,0.00295,0.00295,
423752,0.00295,0.00295,
423753,0.01423,0.01423,
423754,0.00257,0.00257,
423755,0.00295,0.00295,
423756,0.00295,0.00295,
423757,0.00295,0.00295,
423758,0.01555,0.01555,
423760,0.00257,0.00257,
423761,0.00628,0.00628,
423762,0.00257,0.00257,
423763,0.00295,0.00295,
423764,0.01423,0.01423,
423765,0.01164,0.01164,
423767,0.0022,0.0022,
423768,0.01423,0.01423,
423771,0.00262,0.00262,
423772,0.01423,0.01423,
423773,0.00414,0.00414,
423774,0.0022,0.0022,
423775,0.00295,0.00295,
423777,0.00644,0.00644,
423778,0.00295,0.00295,
423779,0.00721,0.00721,
423780,0.00295,0.00295,
423781,0.00333,0.00333,
423782,0.01555,0.01555,
423783,0.01423,0.01423,
423784,0.00295,0.00295,
423785,0.00295,0.00295,
423787,0.01423,0.01423,
423788,0.01423,0.01423,
423789,0.01423,0.01423,
423790,0.01082,0.01082,
423791,0.00284,0.00284,
423792,0.0236,0.0236,
423793,0.00788,0.00788,
423794,0.01555,0.01555,
423795,0.00257,0.00257,
423797,0.00257,0.00257,
423798,0.01423,0.01423,
423799,0.00628,0.00628,
423800,0.0022,0.0022,
423801,0.02113,0.02113,
423802,0.00257,0.00257,
423805,0.0147,0.0147,
423807,0.0022,0.0022,
423808,0.02635,0.02635,
423815,0.02635,0.02635,
423817,0.00284,0.00284,
423819,0.00257,0.00257,
423821,0.00295,0.00295,
423822,0.00295,0.00295,
423823,0.00284,0.00284,
423825,0.00295,0.00295,
423826,0.01366,0.01366,
423827,0.00295,0.00295,
423829,0.0022,0.0022,
423833,0.00414,0.00414,
423834,0.00895,0.00895,
423836,0.00257,0.00257,
423837,0.00295,0.00295,
423838,0.0022,0.0022,
423839,0.01082,0.01082,
423842,0.00295,0.00295,
423843,0.00295,0.00295,
423844,0.01423,0.01423,
423845,0.00257,0.00257,
423846,0.00295,0.00295,
423847,0.00295,0.00295,
423851,0.01053,0.01053,
423854,0.01423,0.01423,
423855,0.00295,0.00295,
423857,0.01423,0.01423,
423863,0.00257,0.00257,
423867,0.00295,0.00295,
423869,0.00295,0.00295,
423870,0.00295,0.00295,
423871,0.0022,0.0022,
423874,0.00295,0.00295,
423875,0.00295,0.00295,
423876,0.00295,0.00295,
423877,0.00295,0.00295,
423878,0.01423,0.01423,
423881,0.05247,0.05247,
423882,0.00295,0.00295,
423883,0.00295,0.00295,
423884,0.0236,0.0236,
423885,0.0236,0.0236,
423886,0.00295,0.00295,
423887,0.0236,0.0236,
423892,0.00295,0.00295,
423893,0.00295,0.00295,
423894,0.00295,0.00295,
423895,0.00284,0.00284,
423896,0.01423,0.01423,
423897,0.01423,0.01423,
423899,0.00295,0.00295,
423900,0.00678,0.00678,
423902,0.0022,0.0022,
423903,0.0022,0.0022,
423907,0.00295,0.00295,
423908,0.00726,0.00726,
423910,0.02635,0.02635,
423912,0.0022,0.0022,
423913,0.01423,0.01423,
423914,0.00257,0.00257,
423915,0.01423,0.01423,
423917,0.01423,0.01423,
423920,0.0022,0.0022,
423921,0.00295,0.00295,
423923,0.0022,0.0022,
423926,0.01423,0.01423,
423928,0.01423,0.01423,
423929,0.01423,0.01423,
423930,0.00512,0.00512,
423933,0.00726,0.00726,
423938,0.01423,0.01423,
423939,0.00726,0.00726,
423942,0.00295,0.00295,
423943,0.00284,0.00284,
423944,0.02884,0.02884,
423946,0.00284,0.00284,
423948,0.00284,0.00284,
423949,0.05247,0.05247,
423952,0.01423,0.01423,
423953,0.01423,0.01423,
423954,0.00295,0.00295,
423956,0.00257,0.00257,
423957,0.00284,0.00284,
423961,0.00295,0.00295,
423963,0.00284,0.00284,
423965,0.05515,0.05515,
423967,0.00284,0.00284,
423968,0.01423,0.01423,
423972,0.00284,0.00284,
423973,0.00611,0.00611,
423975,0.01423,0.01423,
423979,0.01423,0.01423,
423987,0.0022,0.0022,
423989,0.01423,0.01423,
423990,0.01423,0.01423,
