CODE,INTERSTATE,INTRASTATE,Rate
610377,0.01422,0.01422,
610378,0.01254,0.01254,
610379,0.01422,0.01422,
610380,0.01254,0.01254,
610381,0.04669,0.04669,
610382,0.00323,0.00323,
610383,0.01254,0.01254,
610384,0.01254,0.01254,
610385,0.0495,0.0495,
610386,0.00323,0.00323,
610387,0.00323,0.00323,
610388,0.01254,0.01254,
610389,0.00402,0.00402,
610390,0.00463,0.00463,
610391,0.01254,0.01254,
610392,0.00463,0.00463,
610393,0.00463,0.00463,
610394,0.01254,0.01254,
610395,0.01254,0.01254,
610396,0.01254,0.01254,
610397,0.01254,0.01254,
610398,0.01254,0.01254,
610399,0.01254,0.01254,
610400,0.01255,0.01255,
610401,0.00349,0.00349,
610402,0.01051,0.01051,
610403,0.01769,0.01769,
610404,0.0495,0.0495,
610405,0.00463,0.00463,
610406,0.01254,0.01254,
610407,0.01254,0.01254,
610408,0.01254,0.01254,
610409,0.01254,0.01254,
610410,0.00623,0.00623,
610413,0.00463,0.00463,
610414,0.00496,0.00496,
610415,0.01254,0.01254,
610416,0.00463,0.00463,
610417,0.00402,0.00402,
610418,0.00496,0.00496,
610419,0.01031,0.01031,
610420,0.00402,0.00402,
610421,0.01031,0.01031,
610422,0.00323,0.00323,
610423,0.01049,0.01049,
610424,0.00496,0.00496,
610425,0.00623,0.00623,
610426,0.00323,0.00323,
610427,0.00349,0.00349,
610428,0.00402,0.00402,
610429,0.01254,0.01254,
610430,0.01254,0.01254,
610431,0.01254,0.01254,
610432,0.01254,0.01254,
610433,0.01254,0.01254,
610434,0.01254,0.01254,
610435,0.01254,0.01254,
610436,0.01254,0.01254,
610437,0.01254,0.01254,
610438,0.01031,0.01031,
610439,0.01254,0.01254,
610440,0.01031,0.01031,
610441,0.01031,0.01031,
610442,0.00402,0.00402,
610443,0.01031,0.01031,
610444,0.01254,0.01254,
610446,0.01254,0.01254,
610447,0.01254,0.01254,
610448,0.01035,0.01035,
610449,0.01254,0.01254,
610450,0.00623,0.00623,
610451,0.00463,0.00463,
610452,0.01769,0.01769,
610453,0.00515,0.00515,
610454,0.01254,0.01254,
610455,0.01254,0.01254,
610456,0.00872,0.00872,
610457,0.00409,0.00409,
610458,0.01254,0.01254,
610459,0.01254,0.01254,
610460,0.00496,0.00496,
610461,0.01254,0.01254,
610462,0.00463,0.00463,
610463,0.00349,0.00349,
610464,0.00496,0.00496,
610465,0.00872,0.00872,
610466,0.01254,0.01254,
610467,0.05693,0.05693,
610468,0.00524,0.00524,
610469,0.01254,0.01254,
610470,0.00515,0.00515,
610471,0.00872,0.00872,
610472,0.00496,0.00496,
610473,0.0495,0.0495,
610474,0.00872,0.00872,
610475,0.00496,0.00496,
610476,0.00515,0.00515,
610477,0.00832,0.00832,
610478,0.01254,0.01254,
610479,0.00349,0.00349,
610480,0.00623,0.00623,
610481,0.01254,0.01254,
610482,0.00872,0.00872,
610483,0.00496,0.00496,
610485,0.01254,0.01254,
610486,0.01254,0.01254,
610487,0.00872,0.00872,
610488,0.00776,0.00776,
610489,0.01254,0.01254,
610490,0.01254,0.01254,
610491,0.01254,0.01254,
610492,0.01035,0.01035,
610493,0.01769,0.01769,
610494,0.01254,0.01254,
610495,0.01254,0.01254,
610496,0.00515,0.00515,
610497,0.01254,0.01254,
610498,0.03105,0.03105,
610499,0.01254,0.01254,
610500,0.00515,0.00515,
610501,0.00496,0.00496,
610502,0.01254,0.01254,
610503,0.00323,0.00323,
610504,0.00409,0.00409,
610505,0.00463,0.00463,
610506,0.00463,0.00463,
610507,0.0052,0.0052,
610508,0.01254,0.01254,
610509,0.00463,0.00463,
610510,0.01255,0.01255,
610512,0.00465,0.00465,
610513,0.00463,0.00463,
610514,0.00872,0.00872,
610515,0.01254,0.01254,
610516,0.00623,0.00623,
610517,0.00463,0.00463,
610518,0.01254,0.01254,
610519,0.01254,0.01254,
610520,0.01254,0.01254,
610521,0.01254,0.01254,
610522,0.01254,0.01254,
610523,0.01035,0.01035,
610524,0.01254,0.01254,
610525,0.01254,0.01254,
610526,0.01254,0.01254,
610527,0.01254,0.01254,
610528,0.00323,0.00323,
610529,0.00515,0.00515,
610530,0.01254,0.01254,
610531,0.00323,0.00323,
610532,0.01254,0.01254,
610533,0.00463,0.00463,
610534,0.01254,0.01254,
610535,0.01049,0.01049,
610536,0.00323,0.00323,
610537,0.00323,0.00323,
610538,0.00323,0.00323,
610539,0.01254,0.01254,
610540,0.00887,0.00887,
610541,0.01254,0.01254,
610542,0.00323,0.00323,
610543,0.01254,0.01254,
610544,0.01254,0.01254,
610545,0.00872,0.00872,
610546,0.00323,0.00323,
610547,0.00463,0.00463,
610548,0.00323,0.00323,
610549,0.00323,0.00323,
610550,0.00515,0.00515,
610551,0.00515,0.00515,
610552,0.00872,0.00872,
610553,0.00323,0.00323,
610554,0.00463,0.00463,
610556,0.01769,0.01769,
610557,0.00323,0.00323,
610558,0.01254,0.01254,
610559,0.01254,0.01254,
610560,0.00872,0.00872,
610561,0.00349,0.00349,
610562,0.01254,0.01254,
610563,0.00515,0.00515,
610564,0.00515,0.00515,
610565,0.01254,0.01254,
610566,0.01254,0.01254,
610567,0.01254,0.01254,
610568,0.00323,0.00323,
610569,0.00323,0.00323,
610570,0.00409,0.00409,
610571,0.00872,0.00872,
610572,0.01035,0.01035,
610573,0.00349,0.00349,
610574,0.00402,0.00402,
610575,0.01769,0.01769,
610576,0.01254,0.01254,
610577,0.01031,0.01031,
610578,0.01254,0.01254,
610579,0.00623,0.00623,
610580,0.00515,0.00515,
610581,0.01254,0.01254,
610582,0.0495,0.0495,
610583,0.01254,0.01254,
610584,0.01254,0.01254,
610585,0.00402,0.00402,
610586,0.01254,0.01254,
610587,0.00515,0.00515,
610588,0.03105,0.03105,
610589,0.00776,0.00776,
610590,0.00623,0.00623,
610591,0.01254,0.01254,
610592,0.00872,0.00872,
610593,0.03105,0.03105,
610594,0.01254,0.01254,
610595,0.01254,0.01254,
610596,0.00623,0.00623,
610597,0.00463,0.00463,
610598,0.01052,0.01052,
610599,0.03105,0.03105,
610600,0.01255,0.01255,
610601,0.01035,0.01035,
610602,0.01035,0.01035,
610603,0.01254,0.01254,
610604,0.01254,0.01254,
610605,0.01035,0.01035,
610606,0.01254,0.01254,
610607,0.01254,0.01254,
610608,0.00402,0.00402,
610609,0.00515,0.00515,
610612,0.01035,0.01035,
610613,0.00402,0.00402,
610614,0.01254,0.01254,
610615,0.01035,0.01035,
610616,0.01035,0.01035,
610617,0.01254,0.01254,
610618,0.0052,0.0052,
610619,0.00623,0.00623,
610620,0.00349,0.00349,
610621,0.00623,0.00623,
610622,0.01254,0.01254,
610623,0.01254,0.01254,
610624,0.01035,0.01035,
610625,0.01769,0.01769,
610626,0.01254,0.01254,
610627,0.01254,0.01254,
610628,0.0071,0.0071,
610629,0.01254,0.01254,
610630,0.01254,0.01254,
610631,0.01254,0.01254,
610632,0.01254,0.01254,
610633,0.00515,0.00515,
610634,0.00323,0.00323,
610635,0.01254,0.01254,
610636,0.00515,0.00515,
610637,0.00515,0.00515,
610638,0.00623,0.00623,
610639,0.00402,0.00402,
610640,0.01254,0.01254,
610641,0.0495,0.0495,
610642,0.01254,0.01254,
610643,0.00872,0.00872,
610644,0.01254,0.01254,
610645,0.01254,0.01254,
610646,0.00872,0.00872,
610647,0.01254,0.01254,
610648,0.01254,0.01254,
610649,0.01254,0.01254,
610650,0.01254,0.01254,
610651,0.01254,0.01254,
610652,0.01769,0.01769,
610653,0.00409,0.00409,
610654,0.01769,0.01769,
610655,0.01254,0.01254,
610656,0.00515,0.00515,
610657,0.00463,0.00463,
610658,0.01254,0.01254,
610659,0.00463,0.00463,
610660,0.01254,0.01254,
610661,0.01254,0.01254,
610662,0.00463,0.00463,
610663,0.01254,0.01254,
610664,0.01254,0.01254,
610665,0.00623,0.00623,
610666,0.01254,0.01254,
610667,0.01254,0.01254,
610668,0.01254,0.01254,
610669,0.01254,0.01254,
610670,0.01254,0.01254,
610671,0.00872,0.00872,
610672,0.00872,0.00872,
610673,0.00349,0.00349,
610674,0.00463,0.00463,
610675,0.00872,0.00872,
610676,0.01254,0.01254,
610677,0.01031,0.01031,
610678,0.01254,0.01254,
610679,0.0052,0.0052,
610680,0.0071,0.0071,
610681,0.04669,0.04669,
610682,0.0495,0.0495,
610683,0.01254,0.01254,
610684,0.01049,0.01049,
610685,0.01051,0.01051,
610686,0.00349,0.00349,
610687,0.01254,0.01254,
610688,0.01254,0.01254,
610689,0.0495,0.0495,
610690,0.01254,0.01254,
610691,0.01254,0.01254,
610692,0.01254,0.01254,
610693,0.00776,0.00776,
610694,0.01254,0.01254,
610695,0.01254,0.01254,
610696,0.01254,0.01254,
610697,0.01769,0.01769,
610698,0.00463,0.00463,
610699,0.00623,0.00623,
610701,0.01254,0.01254,
610702,0.01769,0.01769,
610703,0.00463,0.00463,
610704,0.00463,0.00463,
610705,0.01254,0.01254,
610706,0.01254,0.01254,
610707,0.01035,0.01035,
610708,0.01035,0.01035,
610709,0.01254,0.01254,
610710,0.00515,0.00515,
610712,0.01254,0.01254,
610713,0.01254,0.01254,
610714,0.00323,0.00323,
610715,0.00402,0.00402,
610716,0.00402,0.00402,
610717,0.00708,0.00708,
610718,0.01254,0.01254,
610719,0.01254,0.01254,
610720,0.01254,0.01254,
610721,0.00515,0.00515,
610722,0.01254,0.01254,
610723,0.00623,0.00623,
610724,0.00402,0.00402,
610725,0.01254,0.01254,
610726,0.00323,0.00323,
610727,0.00323,0.00323,
610728,0.00323,0.00323,
610729,0.00323,0.00323,
610730,0.00402,0.00402,
610731,0.01254,0.01254,
610732,0.01254,0.01254,
610733,0.00463,0.00463,
610734,0.01254,0.01254,
610735,0.01255,0.01255,
610736,0.01254,0.01254,
610737,0.00402,0.00402,
610738,0.01254,0.01254,
610739,0.00463,0.00463,
610740,0.01254,0.01254,
610741,0.00463,0.00463,
610742,0.00402,0.00402,
610743,0.00463,0.00463,
610744,0.01035,0.01035,
610745,0.00463,0.00463,
610746,0.01254,0.01254,
610747,0.01254,0.01254,
610748,0.01769,0.01769,
610749,0.01254,0.01254,
610750,0.00463,0.00463,
610751,0.00463,0.00463,
610752,0.00496,0.00496,
610753,0.00496,0.00496,
610754,0.0495,0.0495,
610755,0.01049,0.01049,
610756,0.0065,0.0065,
610757,0.00623,0.00623,
610758,0.01254,0.01254,
610759,0.01254,0.01254,
610760,0.01254,0.01254,
610761,0.00463,0.00463,
610762,0.00463,0.00463,
610763,0.00463,0.00463,
610764,0.00463,0.00463,
610765,0.00623,0.00623,
610766,0.00349,0.00349,
610767,0.01254,0.01254,
610768,0.01254,0.01254,
610769,0.02007,0.02007,
610770,0.01254,0.01254,
610771,0.01254,0.01254,
610772,0.00349,0.00349,
610773,0.00496,0.00496,
610774,0.01254,0.01254,
610775,0.01254,0.01254,
610776,0.01254,0.01254,
610777,0.01254,0.01254,
610778,0.01254,0.01254,
610779,0.01254,0.01254,
610780,0.00463,0.00463,
610781,0.00463,0.00463,
610782,0.01254,0.01254,
610783,0.01254,0.01254,
610784,0.01049,0.01049,
610785,0.00623,0.00623,
610786,0.01238,0.01238,
610787,0.01031,0.01031,
610788,0.00623,0.00623,
610789,0.01254,0.01254,
610790,0.01049,0.01049,
610791,0.01254,0.01254,
610792,0.01254,0.01254,
610793,0.01254,0.01254,
610794,0.02007,0.02007,
610795,0.00623,0.00623,
610796,0.01254,0.01254,
610797,0.01254,0.01254,
610798,0.01254,0.01254,
610799,0.02007,0.02007,
610800,0.00515,0.00515,
610801,0.00623,0.00623,
610802,0.00515,0.00515,
610803,0.01254,0.01254,
610804,0.00463,0.00463,
610805,0.00515,0.00515,
610806,0.00323,0.00323,
610807,0.01254,0.01254,
610808,0.01035,0.01035,
610809,0.00515,0.00515,
610810,0.01255,0.01255,
610812,0.00463,0.00463,
610813,0.00872,0.00872,
610814,0.01254,0.01254,
610815,0.00496,0.00496,
610816,0.01068,0.01068,
610817,0.00496,0.00496,
610818,0.0071,0.0071,
610819,0.00872,0.00872,
610820,0.01254,0.01254,
610821,0.01254,0.01254,
610822,0.00872,0.00872,
610823,0.00463,0.00463,
610824,0.04669,0.04669,
610825,0.01254,0.01254,
610826,0.04669,0.04669,
610827,0.01254,0.01254,
610828,0.01254,0.01254,
610829,0.01769,0.01769,
610830,0.00496,0.00496,
610831,0.01254,0.01254,
610832,0.01254,0.01254,
610833,0.01254,0.01254,
610834,0.01254,0.01254,
610836,0.01349,0.01349,
610837,0.01254,0.01254,
610838,0.01254,0.01254,
610839,0.00944,0.00944,
610840,0.00872,0.00872,
610841,0.01769,0.01769,
610842,0.00515,0.00515,
610843,0.01349,0.01349,
610844,0.01255,0.01255,
610845,0.0495,0.0495,
610846,0.01254,0.01254,
610847,0.03105,0.03105,
610848,0.01049,0.01049,
610849,0.00623,0.00623,
610850,0.00463,0.00463,
610851,0.00872,0.00872,
610852,0.04669,0.04669,
610853,0.01254,0.01254,
610854,0.01049,0.01049,
610855,0.0495,0.0495,
610856,0.0495,0.0495,
610857,0.01254,0.01254,
610858,0.00402,0.00402,
610859,0.01254,0.01254,
610860,0.00623,0.00623,
610861,0.01254,0.01254,
610862,0.00872,0.00872,
610863,0.03105,0.03105,
610864,0.00409,0.00409,
610865,0.01254,0.01254,
610866,0.01254,0.01254,
610867,0.01254,0.01254,
610868,0.01254,0.01254,
610869,0.01254,0.01254,
610870,0.01049,0.01049,
610871,0.00623,0.00623,
610872,0.01254,0.01254,
610873,0.01254,0.01254,
610874,0.01254,0.01254,
610875,0.01769,0.01769,
610876,0.01254,0.01254,
610877,0.01349,0.01349,
610878,0.01254,0.01254,
610879,0.0071,0.0071,
610880,0.00515,0.00515,
610881,0.03105,0.03105,
610882,0.01254,0.01254,
610883,0.00323,0.00323,
610884,0.00323,0.00323,
610885,0.00323,0.00323,
610886,0.00872,0.00872,
610887,0.00872,0.00872,
610888,0.00463,0.00463,
610889,0.01254,0.01254,
610891,0.01254,0.01254,
610892,0.01254,0.01254,
610893,0.00349,0.00349,
610894,0.01254,0.01254,
610895,0.01052,0.01052,
610896,0.01254,0.01254,
610897,0.01035,0.01035,
610898,0.01068,0.01068,
610899,0.01769,0.01769,
610900,0.01052,0.01052,
610901,0.01769,0.01769,
610902,0.01254,0.01254,
610903,0.00872,0.00872,
610904,0.00935,0.00935,
610905,0.00409,0.00409,
610906,0.00623,0.00623,
610907,0.00496,0.00496,
610908,0.00349,0.00349,
610909,0.00463,0.00463,
610910,0.00623,0.00623,
610912,0.00496,0.00496,
610913,0.0495,0.0495,
610914,0.00463,0.00463,
610915,0.00872,0.00872,
610916,0.03105,0.03105,
610917,0.01254,0.01254,
610918,0.01254,0.01254,
610919,0.01769,0.01769,
610920,0.00496,0.00496,
610921,0.01254,0.01254,
610922,0.01254,0.01254,
610923,0.01254,0.01254,
610924,0.01254,0.01254,
610925,0.01254,0.01254,
610926,0.03105,0.03105,
610927,0.01254,0.01254,
610928,0.01769,0.01769,
610929,0.01254,0.01254,
610930,0.00887,0.00887,
610931,0.00515,0.00515,
610932,0.01254,0.01254,
610933,0.01254,0.01254,
610934,0.00872,0.00872,
610935,0.01254,0.01254,
610936,0.01254,0.01254,
610937,0.00402,0.00402,
610938,0.00623,0.00623,
610939,0.01254,0.01254,
610940,0.01254,0.01254,
610941,0.01254,0.01254,
610942,0.01254,0.01254,
610943,0.00623,0.00623,
610944,0.01254,0.01254,
610945,0.01238,0.01238,
610946,0.00872,0.00872,
610947,0.01254,0.01254,
610948,0.01254,0.01254,
610949,0.01254,0.01254,
610951,0.01052,0.01052,
610952,0.00402,0.00402,
610953,0.01769,0.01769,
610954,0.01254,0.01254,
610955,0.01255,0.01255,
610956,0.00872,0.00872,
610957,0.00623,0.00623,
610960,0.00515,0.00515,
610961,0.01349,0.01349,
610962,0.01254,0.01254,
610963,0.00496,0.00496,
610964,0.01254,0.01254,
610965,0.00935,0.00935,
610966,0.00935,0.00935,
610967,0.00935,0.00935,
610968,0.01035,0.01035,
610969,0.01254,0.01254,
610970,0.01254,0.01254,
610971,0.01254,0.01254,
610972,0.00515,0.00515,
610973,0.01049,0.01049,
610974,0.01254,0.01254,
610975,0.01254,0.01254,
610977,0.00872,0.00872,
610978,0.00872,0.00872,
610979,0.01058,0.01058,
610980,0.00887,0.00887,
610981,0.01254,0.01254,
610982,0.01254,0.01254,
610983,0.01254,0.01254,
610984,0.00349,0.00349,
610985,0.01058,0.01058,
610986,0.00515,0.00515,
610987,0.0495,0.0495,
610988,0.01254,0.01254,
610989,0.01254,0.01254,
610990,0.01255,0.01255,
610991,0.00872,0.00872,
610992,0.01254,0.01254,
610993,0.01254,0.01254,
610994,0.01454,0.01454,
610995,0.01254,0.01254,
610996,0.00463,0.00463,
610997,0.01254,0.01254,
610998,0.01254,0.01254,
610999,0.00463,0.00463,
612200,0.00633,0.00633,
612201,0.00944,0.00944,
612202,0.00944,0.00944,
612203,0.00559,0.00559,
612204,0.00988,0.00988,
612205,0.00559,0.00559,
612206,0.00753,0.00753,
612207,0.00555,0.00555,
612208,0.01194,0.01194,
612209,0.00944,0.00944,
612210,0.00944,0.00944,
612212,0.00518,0.00518,
612213,0.00969,0.00969,
612214,0.00944,0.00944,
612215,0.00988,0.00988,
612216,0.00998,0.00998,
612217,0.0099,0.0099,
612218,0.00988,0.00988,
612219,0.00944,0.00944,
612220,0.00555,0.00555,
612221,0.00555,0.00555,
612222,0.00518,0.00518,
612223,0.00555,0.00555,
612224,0.01072,0.01072,
612225,0.00709,0.00709,
612226,0.00559,0.00559,
612227,0.00559,0.00559,
612228,0.00556,0.00556,
612229,0.00559,0.00559,
612230,0.01199,0.01199,
612231,0.00518,0.00518,
612232,0.00559,0.00559,
612233,0.00878,0.00878,
612234,0.00333,0.00333,
612235,0.00775,0.00775,
612236,0.0081,0.0081,
612237,0.00555,0.00555,
612238,0.00907,0.00907,
612239,0.00555,0.00555,
612240,0.00944,0.00944,
612241,0.00878,0.00878,
612242,0.00559,0.00559,
612243,0.00988,0.00988,
612244,0.00518,0.00518,
612245,0.00559,0.00559,
612246,0.00944,0.00944,
612247,0.00944,0.00944,
612248,0.00718,0.00718,
612250,0.00555,0.00555,
612251,0.00555,0.00555,
612252,0.01281,0.01281,
612253,0.01281,0.01281,
612254,0.0066,0.0066,
612255,0.00969,0.00969,
612256,0.00709,0.00709,
612259,0.01281,0.01281,
612260,0.00709,0.00709,
612262,0.00988,0.00988,
612264,0.00556,0.00556,
612266,0.00988,0.00988,
612267,0.00555,0.00555,
612269,0.00944,0.00944,
612270,0.00944,0.00944,
612272,0.00555,0.00555,
612273,0.00988,0.00988,
612275,0.00555,0.00555,
612276,0.00988,0.00988,
612277,0.01281,0.01281,
612278,0.01281,0.01281,
612279,0.00988,0.00988,
612280,0.00944,0.00944,
612281,0.00555,0.00555,
612282,0.00555,0.00555,
612284,0.00775,0.00775,
612285,0.00988,0.00988,
612287,0.00988,0.00988,
612288,0.00988,0.00988,
612290,0.00555,0.00555,
612291,0.00333,0.00333,
612292,0.00333,0.00333,
612293,0.00633,0.00633,
612294,0.01079,0.01079,
612296,0.00555,0.00555,
612298,0.00559,0.00559,
612299,0.00988,0.00988,
612300,0.00518,0.00518,
612301,0.00333,0.00333,
612302,0.00988,0.00988,
612303,0.00988,0.00988,
612304,0.01072,0.01072,
612305,0.00988,0.00988,
612306,0.00555,0.00555,
612307,0.00988,0.00988,
612308,0.00518,0.00518,
612309,0.00518,0.00518,
612310,0.00555,0.00555,
612312,0.01281,0.01281,
612313,0.00988,0.00988,
612314,0.01199,0.01199,
612315,0.00718,0.00718,
612316,0.00988,0.00988,
612317,0.00988,0.00988,
612318,0.00988,0.00988,
612319,0.00556,0.00556,
612321,0.00988,0.00988,
612323,0.00559,0.00559,
612325,0.00518,0.00518,
612326,0.00333,0.00333,
612327,0.00555,0.00555,
612328,0.00555,0.00555,
612329,0.00988,0.00988,
612330,0.00988,0.00988,
612331,0.00988,0.00988,
612332,0.00988,0.00988,
612333,0.00988,0.00988,
612334,0.00988,0.00988,
612335,0.00988,0.00988,
612336,0.00988,0.00988,
612337,0.00988,0.00988,
612338,0.00988,0.00988,
612339,0.00988,0.00988,
612340,0.00988,0.00988,
612341,0.00988,0.00988,
612342,0.00988,0.00988,
612343,0.00988,0.00988,
612344,0.00988,0.00988,
612345,0.00572,0.00572,
612347,0.00988,0.00988,
612348,0.00988,0.00988,
612349,0.00988,0.00988,
612350,0.00988,0.00988,
612351,0.00969,0.00969,
612352,0.00988,0.00988,
612353,0.00878,0.00878,
612354,0.00998,0.00998,
612355,0.00998,0.00998,
612356,0.01081,0.01081,
612359,0.00988,0.00988,
612360,0.00944,0.00944,
612361,0.00753,0.00753,
612362,0.00988,0.00988,
612363,0.00555,0.00555,
612365,0.00988,0.00988,
612366,0.00555,0.00555,
612367,0.00333,0.00333,
612369,0.00555,0.00555,
612370,0.00988,0.00988,
612371,0.00988,0.00988,
612372,0.00988,0.00988,
612373,0.00988,0.00988,
612374,0.00988,0.00988,
612375,0.00988,0.00988,
612376,0.00988,0.00988,
612377,0.00988,0.00988,
612378,0.00988,0.00988,
612379,0.00988,0.00988,
612381,0.00988,0.00988,
612382,0.00555,0.00555,
612384,0.00555,0.00555,
612385,0.00555,0.00555,
612386,0.00555,0.00555,
612387,0.00555,0.00555,
612388,0.00555,0.00555,
612390,0.00944,0.00944,
612392,0.00709,0.00709,
612395,0.00988,0.00988,
612396,0.00555,0.00555,
612397,0.00988,0.00988,
612399,0.00988,0.00988,
612400,0.00944,0.00944,
612401,0.00518,0.00518,
612402,0.00559,0.00559,
612404,0.00559,0.00559,
612405,0.00257,0.00257,
612406,0.00518,0.00518,
612407,0.00559,0.00559,
612408,0.00555,0.00555,
612409,0.00556,0.00556,
612410,0.00556,0.00556,
612412,0.00998,0.00998,
612413,0.00518,0.00518,
612414,0.00555,0.00555,
612415,0.00556,0.00556,
612417,0.00518,0.00518,
612418,0.00944,0.00944,
612419,0.00944,0.00944,
612423,0.00559,0.00559,
612424,0.0072,0.0072,
612425,0.00518,0.00518,
612430,0.00944,0.00944,
612432,0.00555,0.00555,
612435,0.00878,0.00878,
612436,0.00969,0.00969,
612437,0.00944,0.00944,
612440,0.00633,0.00633,
612443,0.00518,0.00518,
612444,0.01199,0.01199,
612454,0.00753,0.00753,
612455,0.00753,0.00753,
612460,0.01072,0.01072,
612462,0.00555,0.00555,
612465,0.00753,0.00753,
612466,0.00988,0.00988,
612467,0.00988,0.00988,
612468,0.00556,0.00556,
612470,0.00633,0.00633,
612480,0.00556,0.00556,
612481,0.00559,0.00559,
612483,0.00559,0.00559,
612486,0.00333,0.00333,
612490,0.00555,0.00555,
612492,0.00988,0.00988,
612499,0.00944,0.00944,
612500,0.00572,0.00572,
612501,0.00559,0.00559,
612502,0.00572,0.00572,
612503,0.00969,0.00969,
612504,0.00652,0.00652,
612508,0.00944,0.00944,
612510,0.00556,0.00556,
612516,0.00998,0.00998,
612518,0.00944,0.00944,
612520,0.00988,0.00988,
612521,0.00988,0.00988,
612522,0.00988,0.00988,
612524,0.0099,0.0099,
612526,0.00556,0.00556,
612527,0.00556,0.00556,
612529,0.00988,0.00988,
612530,0.00556,0.00556,
612532,0.00559,0.00559,
612534,0.00556,0.00556,
612538,0.00556,0.00556,
612539,0.00556,0.00556,
612543,0.00988,0.00988,
612545,0.00988,0.00988,
612547,0.00998,0.00998,
612548,0.00988,0.00988,
612554,0.00944,0.00944,
612558,0.00555,0.00555,
612559,0.00555,0.00555,
612562,0.00998,0.00998,
612564,0.00998,0.00998,
612567,0.00998,0.00998,
612568,0.00775,0.00775,
612570,0.00944,0.00944,
612573,0.00988,0.00988,
612578,0.00555,0.00555,
612579,0.00556,0.00556,
612580,0.00556,0.00556,
612581,0.00944,0.00944,
612584,0.00633,0.00633,
612587,0.00988,0.00988,
612588,0.00988,0.00988,
612589,0.00556,0.00556,
612590,0.00944,0.00944,
612594,0.00998,0.00998,
612596,0.00988,0.00988,
612597,0.00944,0.00944,
612598,0.00559,0.00559,
612599,0.00944,0.00944,
612600,0.00555,0.00555,
612604,0.00878,0.00878,
612605,0.00766,0.00766,
612606,0.00556,0.00556,
612607,0.00998,0.00998,
612609,0.00556,0.00556,
612613,0.00556,0.00556,
612615,0.00998,0.00998,
612616,0.00944,0.00944,
612617,0.00988,0.00988,
612618,0.00944,0.00944,
612619,0.00944,0.00944,
612621,0.00556,0.00556,
612622,0.00556,0.00556,
612623,0.00988,0.00988,
612624,0.00333,0.00333,
612625,0.00333,0.00333,
612626,0.00333,0.00333,
612627,0.00988,0.00988,
612629,0.00988,0.00988,
612630,0.00988,0.00988,
612632,0.00988,0.00988,
612636,0.00559,0.00559,
612638,0.01281,0.01281,
612640,0.00556,0.00556,
612642,0.00988,0.00988,
612643,0.00766,0.00766,
612644,0.00559,0.00559,
612648,0.00556,0.00556,
612650,0.00556,0.00556,
612654,0.00556,0.00556,
612655,0.00944,0.00944,
612656,0.00333,0.00333,
612659,0.00988,0.00988,
612660,0.00556,0.00556,
612661,0.00988,0.00988,
612663,0.00988,0.00988,
612664,0.00988,0.00988,
612666,0.00572,0.00572,
612667,0.00988,0.00988,
612668,0.00988,0.00988,
612669,0.00518,0.00518,
612670,0.00518,0.00518,
612671,0.00333,0.00333,
612672,0.00988,0.00988,
612673,0.00988,0.00988,
612676,0.00988,0.00988,
612677,0.00988,0.00988,
612678,0.00333,0.00333,
612680,0.00556,0.00556,
612685,0.00555,0.00555,
612692,0.00988,0.00988,
612695,0.00555,0.00555,
612696,0.0099,0.0099,
612701,0.00559,0.00559,
612702,0.00559,0.00559,
612703,0.00559,0.00559,
612704,0.00944,0.00944,
612706,0.00988,0.00988,
612707,0.00559,0.00559,
612708,0.00944,0.00944,
612709,0.00944,0.00944,
612710,0.00944,0.00944,
612713,0.00988,0.00988,
612715,0.00555,0.00555,
612716,0.00944,0.00944,
612718,0.00944,0.00944,
612719,0.00944,0.00944,
612720,0.00944,0.00944,
612721,0.00988,0.00988,
612722,0.00988,0.00988,
612723,0.00944,0.00944,
612724,0.00988,0.00988,
612725,0.00988,0.00988,
612726,0.00988,0.00988,
612727,0.00988,0.00988,
612728,0.00988,0.00988,
612729,0.00988,0.00988,
612730,0.00555,0.00555,
612735,0.00559,0.00559,
612740,0.00556,0.00556,
612741,0.00944,0.00944,
612743,0.00555,0.00555,
612746,0.00753,0.00753,
612747,0.00518,0.00518,
612749,0.00944,0.00944,
612750,0.00944,0.00944,
612751,0.00944,0.00944,
612752,0.00988,0.00988,
612756,0.00944,0.00944,
612758,0.00988,0.00988,
612759,0.00944,0.00944,
612760,0.00944,0.00944,
612761,0.0099,0.0099,
612766,0.00988,0.00988,
612767,0.00565,0.00565,
612770,0.00518,0.00518,
612775,0.00988,0.00988,
612777,0.00982,0.00982,
612781,0.00988,0.00988,
612782,0.00988,0.00988,
612787,0.00988,0.00988,
612788,0.00988,0.00988,
612789,0.00988,0.00988,
612790,0.00944,0.00944,
612791,0.00944,0.00944,
612794,0.00988,0.00988,
612798,0.00988,0.00988,
612799,0.00944,0.00944,
612800,0.00718,0.00718,
612801,0.00518,0.00518,
612802,0.00518,0.00518,
612803,0.00518,0.00518,
612804,0.00518,0.00518,
612805,0.00518,0.00518,
612806,0.00559,0.00559,
612807,0.00555,0.00555,
612808,0.00718,0.00718,
612810,0.00518,0.00518,
612812,0.00518,0.00518,
612813,0.00988,0.00988,
612814,0.01199,0.01199,
612815,0.00998,0.00998,
612816,0.00944,0.00944,
612817,0.00518,0.00518,
612818,0.00556,0.00556,
612819,0.00518,0.00518,
612821,0.00988,0.00988,
612822,0.00988,0.00988,
612823,0.00988,0.00988,
612824,0.00988,0.00988,
612825,0.00988,0.00988,
